t,x,y,z,vx,vy,vz,ax,ay,az,yaw,yaw_rate,qw,qx,qy,qz,thrust_N,roll,pitch
1.44,-1.14880084865196,-0.964498113080863,1,2.57199496821564,-3.06346892973855,0,8.1692504793028,6.85865324857503,0,0,0,0.91138108373082,-0.287001418527121,0.281361355599798,-0.088603010987779,3.39109420270213,-0.702433974660328,0.480244976612732
1.46,-1.09575186929267,-1.02436704405287,1,2.73164545080766,-2.92200498478045,0,7.79201329274787,7.28438786882043,0,0,0,0.911446990773758,-0.301393703999031,0.265886934337286,-0.087922445074761,3.39109420270213,-0.722040612977929,0.446360130000969
1.48,-1.03958682334454,-1.08132291047976,1,2.88352776127936,-2.77223152891876,0,7.39261741045004,7.68940736341162,0,0,0,0.911601717449196,-0.31469552516178,0.250001506204837,-0.086303430303434,3.39109420270213,-0.739037642425152,0.413137685930057
1.5,-0.980465431295418,-1.13520374296189,1,3.02720998123171,-2.61457448345445,0,6.97219862254519,8.07255994995123,0,0,0,0.911833793259136,-0.326938579338106,0.233763110866357,-0.08381591023857,3.39109420270213,-0.753771826119393,0.380625093323915
1.52,-0.918555820802328,-1.18585631678975,1,3.16228351143934,-2.44948218880621,0,6.53195250348322,8.43275603050492,0,0,0,0.912129789939504,-0.338154908623292,0.217221740246019,-0.080530861434486,3.39109420270213,-0.766538644644867,0.34883693943426
1.54,-0.854034048574992,-1.23313658767981,1,3.28836423381283,-2.27742412953331,0,6.07313101208883,8.76897129016754,0,0,0,0.912475109743323,-0.348375766412615,0.200420438174251,-0.076518935155774,3.39109420270213,-0.777588425910923,0.317763317485038
1.56,-0.78708359971102,-1.27691010140336,1,3.4050936037423,-2.09888959922939,0,5.59703893127836,9.08024960997946,0,0,0,0.91285465292321,-0.357630829393366,0.183396337283352,-0.07184953705425,3.39109420270213,-0.787132303474428,0.287376384740533
1.58,-0.717894865906432,-1.31705237614348,1,3.51213966971595,-1.91438630908382,0,5.10503015755685,9.36570578590919,0,0,0,0.913253366707129,-0.365947676542098,0.166181601553769,-0.06659025106244,3.39109420270213,-0.795347667855417,0.257635409644357
1.6,-0.646664604025419,-1.3534492564927,1,3.60919801731387,-1.72443894406778,0,4.59850385084743,9.62452804617032,0,0,0,0.913656685896209,-0.373351467703298,0.148804261448819,-0.060806526422916,3.39109420270213,-0.802382971593861,0.228490592418817
1.62,-0.57359537656902,-1.38599723808478,1,3.69599263489275,-1.52958767085072,0,4.07890045560192,9.855980359714,0,0,0,0.914050879000961,-0.379864766360831,0.131288940658257,-0.054561560975051,3.39109420270213,-0.808361859368076,0.199885910298936
1.64,-0.498894975633907,-1.41460376193733,1,3.77227669849954,-1.33038660169042,0,3.54769760450778,10.0594045293321,0,0,0,0.914423314935892,-0.385507462604118,0.113657480783582,-0.047916327489886,3.39109420270213,-0.813386652307696,0.171761199351234
1.66,-0.422775831999388,-1.43918747766829,1,3.83783327378212,-1.12740221866503,0,3.00640591644009,10.234222063419,0,0,0,0.914762664759088,-0.39029676225197,0.095929474287962,-0.040929701945133,3.39109420270213,-0.817541242031245,0.144053646488432
1.68,-0.345454411023089,-1.45967847483776,1,3.89247593290069,-0.921211762728238,0,2.45656470060863,10.3799358210685,0,0,0,0.915059051514168,-0.394247216374746,0.078122717837388,-0.033658662784719,3.39109420270213,-0.820893458301502,0.116698831097317
1.7,-0.26715059706319,-1.47601848175718,1,3.93604928468582,-0.712401592168507,0,1.89973757911602,10.4961314258289,0,0,0,0.91530415939573,-0.397370772095079,0.060253598615324,-0.026158538402235,3.39109420270213,-0.823496972666952,0.089631426843321
1.72,-0.188087068177835,-1.48816103120068,1,3.96842941653514,-0.501565515140893,0,1.33750804037571,10.5824784440937,0,0,0,0.915491311514494,-0.399676830740244,0.042337425889746,-0.018483286502546,3.39109420270213,-0.825392793860142,0.062785650805766
1.74,-0.108488662879882,-1.49607159254714,1,3.98952424679237,-0.289303101013018,0,0.771474936034714,10.6387313247797,0,0,0,0.915615523649335,-0.401172303412465,0.024388719447171,-0.010685793878752,3.39109420270213,-0.826610401799329,0.036095528723689
1.76,-0.028581740747833,-1.49972766997739,1,3.99927378660638,-0.076217975327555,0,0.203247934206812,10.664730097617,0,0,0,0.915673539614779,-0.40186165709017,0.006421465742238,-0.00281818874575,3.39109420270213,-0.827168557273689,0.009495031203791
1.78,0.051406461288809,-1.49911886644714,1,3.99765031052571,0.137083896770158,0,-0.365557058053754,10.6604008280686,0,0,0,0.915663852262085,-0.401746946709186,-0.011550648093595,0.005067839680086,3.39109420270213,-0.827075814515374,-0.017081874332363
1.8,0.13124847515917,-1.49424691325376,1,3.98465843534336,0.349995933757786,0,-0.933322490020762,10.6257558275823,0,0,0,0.915586712652023,-0.400827830509279,-0.029514012786473,0.012920717995742,3.39109420270213,-0.826330754163233,-0.04370121790653
1.82,0.210717248517931,-1.4851256651129,1,3.96033510696773,0.561912662714482,0,-1.49843376723862,10.5608936185806,0,0,0,0.91544412855063,-0.399101567456415,-0.047454878730945,0.020688664544673,3.39109420270213,-0.824921944641868,-0.070429033128724
1.84,0.289586790430045,-1.47178106075884,1,3.92474949535691,0.772231441146788,0,-2.0592838430581,10.4659986542851,0,0,0,0.915239852057194,-0.396562996936027,-0.065359131899473,0.028319366956032,3.39109420270213,-0.82282763062304,-0.097331341877615
1.86,0.367632814037043,-1.45425104918071,1,3.87800279781524,0.980354170765447,0,-2.61427778870786,10.341340794174,0,0,0,0.914979354824189,-0.393204502320614,-0.083212054513358,0.035759664203885,3.39109420270213,-0.820015137857999,-0.12447408242017
1.88,0.44463337437732,-1.43258548170426,1,3.82022795121137,1.18568899833952,0,-3.16183732890539,10.1872745365637,0,0,0,0.91466978792001,-0.389015961610793,-0.100998060741611,0.042955237222353,3.39109420270213,-0.816439974131625,-0.151922941314353
1.9,0.520369499546632,-1.40684597022616,1,3.75158925393643,1.38765199879102,0,-3.70040533010939,10.0042380104971,0,0,0,0.914319921871311,-0.383984690307841,-0.118700397095913,0.049850314018103,3.39109420270213,-0.812044596327571,-0.179743041803955
1.92,0.594625813403882,-1.3771057120039,1,3.67228189867707,1.58566883574369,0,-4.22845022864983,9.79275172980552,0,0,0,0.913940060769582,-0.378095384191961,-0.136300796455006,0.056387398050952,3.39109420270213,-0.806756803703938,-0.207998430296382
1.94,0.667191148051388,-1.34344928149963,1,3.58253141733235,1.7791763948037,0,-4.7444703861432,9.55341711288625,0,0,0,0.913541922526968,-0.371330072972296,-0.153779073894744,0.062507032597907,3.39109420270213,-0.800487707852711,-0.236751287379538
1.96,0.737859144347867,-1.3059723898698,1,3.4825930396528,1.96762438492765,0,-5.24699835980706,9.28691477240746,0,0,0,0.913138475450542,-0.363668100084188,-0.171112651907137,0.068147619109722,3.39109420270213,-0.79312922136104,-0.266060770079338
1.98,0.806428838746433,-1.26478161278463,1,3.37275096742567,2.15047690332382,0,-5.73460507553019,8.99400257980178,0,0,0,0.91274371936865,-0.355086149490945,-0.188276002457111,0.073245314468213,3.39109420270213,-0.784551001690611,-0.295981367123038
2,0.872705234788756,-1.21999408735137,1,3.25331756627032,2.32721395943668,0,-6.20590389183115,8.67551351005419,0,0,0,0.912372397785233,-0.345558347439214,-0.205239994096217,0.077734040793524,3.39109420270213,-0.774596787480455,-0.326560618551064
2.02,0.936499857630187,-1.17173717900331,1,3.12463247734216,2.4973329536805,0,-6.659554543148,8.33235327291244,0,0,0,0.912039626304846,-0.335056475880233,-0.22197113468254,0.081545652172146,3.39109420270213,-0.763080076971431,-0.357836015453336
2.04,0.997631290018923,-1.12014811930172,1,2.98706165147125,2.66035010671713,0,-7.09426695124568,7.96549773725667,0,0,0,0.911760422416755,-0.323550344682168,-0.238430705064565,0.08461031528652,3.39109420270213,-0.749779131960434,-0.389830856558929
2.06,1.055925688205,-1.06537361568081,1,2.84099630848216,2.81580183521332,0,-7.5088048939022,7.57599015595243,0,0,0,0.911549123475186,-0.311008381443925,-0.254573787600306,0.086857174891218,3.39109420270213,-0.734431360955553,-0.422548799985085
2.08,1.11121727631195,-1.00756943424552,1,2.68685182465473,2.96324607016521,0,-7.90198952044056,7.16493819907927,0,0,0,0.911418684503696,-0.297398509685647,-0.27034820712979,0.088215389111063,3.39109420270213,-0.716727266263159,-0.455966818984513
2.1,1.16334881776537,-0.946899956808482,1,2.52506655148929,3.102263514041,0,-8.27270270410933,6.73351080397143,0,0,0,0.911379856728227,-0.282689396473364,-0.285693422715786,0.088615631174761,3.39109420270213,-0.696304368502625,-0.49002626528863
2.12,1.21217206243756,-0.883537713425903,1,2.35610056913574,3.23245883316683,0,-8.6198902217782,6.28293485102864,0,0,0,0.911440263119598,-0.26685215578086,-0.300539437706008,0.08799215932651,3.39109420270213,-0.672741901769177,-0.524621788704575
2.14,1.25754816823684,-0.817662891761736,1,2.1804343780313,3.35346178196491,0,-8.94256475190643,5.81449167475012,0,0,0,0.911603410130031,-0.249862588961249,-0.314805834283797,0.08628554906682,3.39109420270213,-0.645557673745666,-0.55958799884614
2.16,1.29934809594259,-0.749462824675354,1,1.99856753246761,3.46492825584691,0,-9.23980868225843,5.32951341991363,0,0,0,0.911867705790706,-0.231704021528987,-0.328401085669385,0.083446153143564,3.39109420270213,-0.614209385835366,-0.594684047101863
