time,position,rotation_matrix,velocity,action,lin_acc,obs,obs_norm
83.56,[1.5159272  0.53405088 0.51983368],"[[ 0.99852772  0.02249828 -0.04935804]
 [-0.02363614  0.99946533 -0.02259196]
 [ 0.04882337  0.02372533  0.99852561]]",[ 0.81219972 -0.67948957 -0.10508242],[ 2.30752    -0.12631012 -0.02312329  0.00338414],[-1.28990932  0.14831103  0.34640596],"[ 1.5159272   0.53405088  0.51983368  0.99852772  0.02249828 -0.04935804
 -0.02363614  0.99946533 -0.02259196  0.04882337  0.02372533  0.99852561
  0.81219972 -0.67948957 -0.10508242  2.3062427  -0.15105784 -0.03250236
  0.00376309  2.31226158 -0.12522323 -0.03257223  0.00438572  2.30799484
 -0.13234058 -0.02188111  0.004384  ]","[ 3.0318546e-01  1.0681021e-01 -7.9206651e-01  9.9852777e-01
  2.2498250e-02 -4.9358010e-02 -2.3636162e-02  9.9946535e-01
 -2.2591949e-02  4.8823357e-02  2.3725271e-02  9.9852562e-01
  8.1220031e-02 -6.7948878e-02 -1.0508239e-02 -2.3681808e-01
 -2.5176287e-02 -5.4169893e-03  9.4079971e-04 -2.3480272e-01
 -2.0870507e-02 -5.4286718e-03  1.0964870e-03 -2.3623139e-01
 -2.2056699e-02 -3.6468506e-03  1.0960102e-03]"
83.571,[1.52306604 0.52903855 0.51893651],"[[ 0.99852466  0.02228913 -0.04951466]
 [-0.02337925  0.99949444 -0.02154708]
 [ 0.04900936  0.02267291  0.99854095]]",[ 0.80283728 -0.67798992 -0.10162961],[ 2.3070726  -0.12170659 -0.02270198  0.0030728 ],[-1.2852973   0.17075997  0.35236042],"[ 1.52306604  0.52903855  0.51893651  0.99852466  0.02228913 -0.04951466
 -0.02337925  0.99949444 -0.02154708  0.04900936  0.02267291  0.99854095
  0.80283728 -0.67798992 -0.10162961  2.31226158 -0.12522323 -0.03257223
  0.00438572  2.30799484 -0.13234058 -0.02188111  0.004384    2.30751991
 -0.12631012 -0.02312329  0.00338414]","[ 3.0461323e-01  1.0580766e-01 -7.9242539e-01  9.9852467e-01
  2.2289157e-02 -4.9514651e-02 -2.3379266e-02  9.9949443e-01
 -2.1547079e-02  4.9009323e-02  2.2672892e-02  9.9854088e-01
  8.0283761e-02 -6.7798972e-02 -1.0162890e-02 -2.3480272e-01
 -2.0870507e-02 -5.4286718e-03  1.0964870e-03 -2.3623139e-01
 -2.2056699e-02 -3.6468506e-03  1.0960102e-03 -2.3639041e-01
 -2.1051705e-02 -3.8538575e-03  8.4602833e-04]"
83.579,[1.53011906 0.52402937 0.51806295],"[[ 0.99851607  0.02208737 -0.04977756]
 [-0.02311279  0.99953039 -0.02011942]
 [ 0.0493098   0.02124006  0.99855766]]",[ 0.79354513 -0.67632085 -0.09790835],[ 2.3068254  -0.11578988 -0.01897936  0.00362086],[-1.28148298  0.18338071  0.34960573],"[ 1.53011906  0.52402937  0.51806295  0.99851607  0.02208737 -0.04977756
 -0.02311279  0.99953039 -0.02011942  0.0493098   0.02124006  0.99855766
  0.79354513 -0.67632085 -0.09790835  2.30799484 -0.13234058 -0.02188111
  0.004384    2.30751991 -0.12631012 -0.02312329  0.00338414  2.30707264
 -0.12170659 -0.02270198  0.0030728 ]","[ 3.0602384e-01  1.0480583e-01 -7.9277480e-01  9.9851608e-01
  2.2087336e-02 -4.9777567e-02 -2.3112774e-02  9.9953032e-01
 -2.0119429e-02  4.9309850e-02  2.1240115e-02  9.9855769e-01
  7.9354525e-02 -6.7632079e-02 -9.7907782e-03 -2.3623139e-01
 -2.2056699e-02 -3.6468506e-03  1.0960102e-03 -2.3639041e-01
 -2.1051705e-02 -3.8538575e-03  8.4602833e-04 -2.3654020e-01
 -2.0284414e-02 -3.7837029e-03  7.6818466e-04]"
83.591,[1.54396832 0.51402467 0.51631838],"[[ 0.99850638  0.02206603 -0.04998104]
 [-0.0230513   0.99954946 -0.0192229 ]
 [ 0.04953435  0.02034631  0.99856516]]",[ 0.77467888 -0.67280013 -0.09230576],[ 2.3038168  -0.12471867 -0.0124888   0.00366478],[-1.27659255  0.20408462  0.35395385],"[ 1.54396832  0.51402467  0.51631838  0.99850638  0.02206603 -0.04998104
 -0.0230513   0.99954946 -0.0192229   0.04953435  0.02034631  0.99856516
  0.77467888 -0.67280013 -0.09230576  2.30751991 -0.12631012 -0.02312329
  0.00338414  2.30707264 -0.12170659 -0.02270198  0.0030728   2.3068254
 -0.11578988 -0.01897936  0.00362086]","[ 3.0879366e-01  1.0280502e-01 -7.9347265e-01  9.9850631e-01
  2.2065997e-02 -4.9981058e-02 -2.3051322e-02  9.9954939e-01
 -1.9222915e-02  4.9534321e-02  2.0346284e-02  9.9856520e-01
  7.7467918e-02 -6.7279994e-02 -9.2306137e-03 -2.3639041e-01
 -2.1051705e-02 -3.8538575e-03  8.4602833e-04 -2.3654020e-01
 -2.0284414e-02 -3.7837029e-03  7.6818466e-04 -2.3662299e-01
 -1.9298315e-02 -3.1632185e-03  9.0527534e-04]"
83.603,[1.5507648  0.509031   0.51544881],"[[ 0.99848667  0.02218524 -0.05032091]
 [-0.02311029  0.99957309 -0.01787621]
 [ 0.04990284  0.01901209  0.99857311]]",[ 0.76530416 -0.6706773  -0.09065217],[ 2.3057134  -0.11818681 -0.01443107  0.0033271 ],[-1.27350395  0.21827668  0.35262282],"[ 1.5507648   0.509031    0.51544881  0.99848667  0.02218524 -0.05032091
 -0.02311029  0.99957309 -0.01787621  0.04990284  0.01901209  0.99857311
  0.76530416 -0.6706773  -0.09065217  2.30707264 -0.12170659 -0.02270198
  0.0030728   2.3068254  -0.11578988 -0.01897936  0.00362086  2.3038168
 -0.12471867 -0.0124888   0.00366478]","[ 3.10153008e-01  1.01806164e-01 -7.93820500e-01  9.98486638e-01
  2.21852064e-02 -5.03209233e-02 -2.31102705e-02  9.99573112e-01
 -1.78762078e-02  4.99027967e-02  1.90120935e-02  9.98573065e-01
  7.65304565e-02 -6.70676827e-02 -9.06521082e-03 -2.36540198e-01
 -2.02844143e-02 -3.78370285e-03  7.68184662e-04 -2.36622989e-01
 -1.92983150e-02 -3.16321850e-03  9.05275345e-04 -2.37630367e-01
 -2.07864046e-02 -2.08145380e-03  9.16242599e-04]"
83.615,[1.55747581 0.50404435 0.51460457],"[[ 0.99847227  0.02233842 -0.05053831]
 [-0.02322003  0.9995871  -0.01692492]
 [ 0.05013937  0.01807256  0.9985787 ]]",[ 0.75582844 -0.66888571 -0.08668886],[ 2.3049688  -0.11687857 -0.00972455  0.00381437],[-1.26606916  0.23972626  0.34414246],"[ 1.55747581  0.50404435  0.51460457  0.99847227  0.02233842 -0.05053831
 -0.02322003  0.9995871  -0.01692492  0.05013937  0.01807256  0.9985787
  0.75582844 -0.66888571 -0.08668886  2.3068254  -0.11578988 -0.01897936
  0.00362086  2.3038168  -0.12471867 -0.0124888   0.00366478  2.30571342
 -0.11818681 -0.01443107  0.0033271 ]","[ 3.1149518e-01  1.0080898e-01 -7.9415816e-01  9.9847221e-01
  2.2338390e-02 -5.0538301e-02 -2.3220003e-02  9.9958706e-01
 -1.6924918e-02  5.0139427e-02  1.8072605e-02  9.9857879e-01
  7.5582862e-02 -6.6888630e-02 -8.6688995e-03 -2.3662299e-01
 -1.9298315e-02 -3.1632185e-03  9.0527534e-04 -2.3763037e-01
 -2.0786405e-02 -2.0814538e-03  9.1624260e-04 -2.3699534e-01
 -1.9697785e-02 -2.4051666e-03  8.3172321e-04]"
83.626,[1.57728076 0.48878586 0.51199853],"[[ 0.99844624  0.02272123 -0.05088069]
 [-0.02346852  0.9996246  -0.01413803]
 [ 0.05054036  0.01531016  0.99860466]]",[ 0.72808718 -0.66266658 -0.07957683],[ 2.3046379e+00 -1.1802234e-01 -1.0133907e-03  4.4754297e-03],[-1.26022362  0.2570628   0.33006159],"[ 1.57728076  0.48878586  0.51199853  0.99844624  0.02272123 -0.05088069
 -0.02346852  0.9996246  -0.01413803  0.05054036  0.01531016  0.99860466
  0.72808718 -0.66266658 -0.07957683  2.3038168  -0.12471867 -0.0124888
  0.00366478  2.30571342 -0.11818681 -0.01443107  0.0033271   2.30496883
 -0.11687857 -0.00972455  0.00381437]","[ 3.1545627e-01  9.7757220e-02 -7.9520059e-01  9.9844623e-01
  2.2721291e-02 -5.0880671e-02 -2.3468494e-02  9.9962461e-01
 -1.4138043e-02  5.0540328e-02  1.5310168e-02  9.9860466e-01
  7.2808743e-02 -6.6266596e-02 -7.9576373e-03 -2.3763037e-01
 -2.0786405e-02 -2.0814538e-03  9.1624260e-04 -2.3699534e-01
 -1.9697785e-02 -2.4051666e-03  8.3172321e-04 -2.3724461e-01
 -1.9479752e-02 -1.6207695e-03  9.5355511e-04]"
83.637,[1.58383501 0.48348585 0.51103312],"[[ 0.99844041  0.02279317 -0.050963  ]
 [-0.02347861  0.99964121 -0.01289171]
 [ 0.05065087  0.01406814  0.99861733]]",[ 0.71906974 -0.66093229 -0.07725459],[ 2.3047237  -0.12001629 -0.00309242  0.00344683],[-1.24531604  0.27010937  0.30961474],"[ 1.58383501e+00  4.83485848e-01  5.11033118e-01  9.98440406e-01
  2.27931746e-02 -5.09629983e-02 -2.34786139e-02  9.99641215e-01
 -1.28917065e-02  5.06508706e-02  1.40681412e-02  9.98617332e-01
  7.19069745e-01 -6.60932290e-01 -7.72545943e-02  2.30571342e+00
 -1.18186809e-01 -1.44310668e-02  3.32710147e-03  2.30496883e+00
 -1.16878569e-01 -9.72454995e-03  3.81436944e-03  2.30463791e+00
 -1.18022338e-01 -1.01339072e-03  4.47542965e-03]","[ 3.1676710e-01  9.6697211e-02 -7.9558676e-01  9.9844038e-01
  2.2793174e-02 -5.0962985e-02 -2.3478627e-02  9.9964118e-01
 -1.2891710e-02  5.0650835e-02  1.4068127e-02  9.9861741e-01
  7.1906924e-02 -6.6093266e-02 -7.7254176e-03 -2.3699534e-01
 -1.9697785e-02 -2.4051666e-03  8.3172321e-04 -2.3724461e-01
 -1.9479752e-02 -1.6207695e-03  9.5355511e-04 -2.3735541e-01
 -1.9670367e-02 -1.6885996e-04  1.1188984e-03]"
83.649,[1.59030509 0.47819713 0.5099901 ],"[[ 0.99843507  0.02275949 -0.05108252]
 [-0.02335628  0.9996654  -0.01111645]
 [ 0.05081242  0.01229215  0.99863257]]",[ 0.71004124 -0.65905027 -0.07542387],[ 2.3081627  -0.11211181 -0.00363249  0.00354591],[-1.2299713   0.31722757  0.2832923 ],"[ 1.59030509e+00  4.78197128e-01  5.09990096e-01  9.98435067e-01
  2.27594888e-02 -5.10825177e-02 -2.33562805e-02  9.99665398e-01
 -1.11164458e-02  5.08124208e-02  1.22921469e-02  9.98632566e-01
  7.10041237e-01 -6.59050273e-01 -7.54238745e-02  2.30496883e+00
 -1.16878569e-01 -9.72454995e-03  3.81436944e-03  2.30463791e+00
 -1.18022338e-01 -1.01339072e-03  4.47542965e-03  2.30472374e+00
 -1.20016292e-01 -3.09241563e-03  3.44683230e-03]","[ 3.1806111e-01  9.5639467e-02 -7.9600394e-01  9.9843502e-01
  2.2759438e-02 -5.1082492e-02 -2.3356259e-02  9.9966538e-01
 -1.1116445e-02  5.0812364e-02  1.2292147e-02  9.9863255e-01
  7.1004152e-02 -6.5904975e-02 -7.5424314e-03 -2.3724461e-01
 -1.9479752e-02 -1.6207695e-03  9.5355511e-04 -2.3735541e-01
 -1.9670367e-02 -1.6885996e-04  1.1188984e-03 -2.3732668e-01
 -2.0002663e-02 -5.1534176e-04  8.6176395e-04]"
83.661,[1.59669113 0.47292078 0.50897473],"[[ 0.99843186  0.02258303 -0.0512233 ]
 [-0.02309948  0.99968791 -0.00951283]
 [ 0.05099248  0.01068114  0.99864192]]",[ 0.70100887 -0.65711084 -0.07316862],[ 2.3097658e+00 -1.0702960e-01  1.2243763e-03  4.3140054e-03],[-1.22622869  0.32962907  0.29515483],"[ 1.59669113e+00  4.72920775e-01  5.08974731e-01  9.98431861e-01
  2.25830258e-02 -5.12232982e-02 -2.30994796e-02  9.99687911e-01
 -9.51282913e-03  5.09924835e-02  1.06811432e-02  9.98641918e-01
  7.01008867e-01 -6.57110836e-01 -7.31686200e-02  2.30463791e+00
 -1.18022338e-01 -1.01339072e-03  4.47542965e-03  2.30472374e+00
 -1.20016292e-01 -3.09241563e-03  3.44683230e-03  2.30816269e+00
 -1.12111807e-01 -3.63249332e-03  3.54591012e-03]","[ 3.1933820e-01  9.4584227e-02 -7.9641008e-01  9.9843192e-01
  2.2583008e-02 -5.1223278e-02 -2.3099482e-02  9.9968791e-01
 -9.5128417e-03  5.0992489e-02  1.0681152e-02  9.9864197e-01
  7.0100904e-02 -6.5711081e-02 -7.3168874e-03 -2.3735541e-01
 -1.9670367e-02 -1.6885996e-04  1.1188984e-03 -2.3732668e-01
 -2.0002663e-02 -5.1534176e-04  8.6176395e-04 -2.3617518e-01
 -1.8685341e-02 -6.0540438e-04  8.8644028e-04]"
83.672,[1.60921288 0.46240908 0.50702536],"[[ 0.99843168  0.02242467 -0.05129636]
 [-0.02289544  0.9997008  -0.00860818]
 [ 0.05108798  0.00976914  0.99864638]]",[ 0.68332106 -0.65265537 -0.0676282 ],[ 2.3064778  -0.12239797  0.00898879  0.00446428],[-1.21695123  0.34400051  0.29166069],"[ 1.60921288e+00  4.62409079e-01  5.07025361e-01  9.98431679e-01
  2.24246738e-02 -5.12963594e-02 -2.28954403e-02  9.99700804e-01
 -8.60818314e-03  5.10879760e-02  9.76913547e-03  9.98646375e-01
  6.83321057e-01 -6.52655365e-01 -6.76282004e-02  2.30472374e+00
 -1.20016292e-01 -3.09241563e-03  3.44683230e-03  2.30816269e+00
 -1.12111807e-01 -3.63249332e-03  3.54591012e-03  2.30976582e+00
 -1.07029602e-01  1.22437626e-03  4.31400537e-03]","[ 3.2184255e-01  9.2481852e-02 -7.9718983e-01  9.9843168e-01
  2.2424698e-02 -5.1296353e-02 -2.2895455e-02  9.9970078e-01
 -8.6081624e-03  5.1087976e-02  9.7690821e-03  9.9864638e-01
  6.8332076e-02 -6.5265536e-02 -6.7628026e-03 -2.3732668e-01
 -2.0002663e-02 -5.1534176e-04  8.6176395e-04 -2.3617518e-01
 -1.8685341e-02 -6.0540438e-04  8.8644028e-04 -2.3563838e-01
 -1.7838240e-02  2.0408630e-04  1.0784864e-03]"
83.683,[1.61534905 0.45717525 0.50609154],"[[ 0.99843433  0.02220232 -0.05134141]
 [-0.02261692  0.99971601 -0.00750845]
 [ 0.05116013  0.00865788  0.99865293]]",[ 0.67429693 -0.65038207 -0.06616228],[ 2.307711   -0.1228191   0.00346603  0.00328323],[-1.20881017  0.35366178  0.27751686],"[ 1.61534905e+00  4.57175255e-01  5.06091535e-01  9.98434332e-01
  2.22023229e-02 -5.13414135e-02 -2.26169224e-02  9.99716009e-01
 -7.50844659e-03  5.11601280e-02  8.65787562e-03  9.98652934e-01
  6.74296926e-01 -6.50382075e-01 -6.61622765e-02  2.30816269e+00
 -1.12111807e-01 -3.63249332e-03  3.54591012e-03  2.30976582e+00
 -1.07029602e-01  1.22437626e-03  4.31400537e-03  2.30647779e+00
 -1.22397974e-01  8.98879021e-03  4.46428359e-03]","[ 3.2306981e-01  9.1435075e-02 -7.9756337e-01  9.9843431e-01
  2.2202373e-02 -5.1341414e-02 -2.2616923e-02  9.9971604e-01
 -7.5084567e-03  5.1160097e-02  8.6579323e-03  9.9865294e-01
  6.7429781e-02 -6.5038204e-02 -6.6161752e-03 -2.3617518e-01
 -1.8685341e-02 -6.0540438e-04  8.8644028e-04 -2.3563838e-01
 -1.7838240e-02  2.0408630e-04  1.0784864e-03 -2.3673940e-01
 -2.0399630e-02  1.4982224e-03  1.1160374e-03]"
83.696,[1.6214025  0.45195702 0.50518417],"[[ 0.99843739  0.0221085  -0.05132239]
 [-0.02249142  0.99972325 -0.0068956 ]
 [ 0.05115574  0.00803914  0.99865833]]",[ 0.66555052 -0.6478917  -0.06367929],[ 2.3092785  -0.12455356  0.00439245  0.00366297],[-1.19716376  0.36061404  0.2698523 ],"[ 1.62140250e+00  4.51957017e-01  5.05184174e-01  9.98437392e-01
  2.21084976e-02 -5.13223918e-02 -2.24914234e-02  9.99723255e-01
 -6.89560430e-03  5.11557371e-02  8.03914282e-03  9.98658331e-01
  6.65550516e-01 -6.47891697e-01 -6.36792921e-02  2.30976582e+00
 -1.07029602e-01  1.22437626e-03  4.31400537e-03  2.30647779e+00
 -1.22397974e-01  8.98879021e-03  4.46428359e-03  2.30771089e+00
 -1.22819096e-01  3.46603245e-03  3.28323245e-03]","[ 3.2428062e-01  9.0391517e-02 -7.9792631e-01  9.9843740e-01
  2.2108555e-02 -5.1322401e-02 -2.2491395e-02  9.9972320e-01
 -6.8956017e-03  5.1155686e-02  8.0391169e-03  9.9865842e-01
  6.6555023e-02 -6.4789176e-02 -6.3679814e-03 -2.3563838e-01
 -1.7838240e-02  2.0408630e-04  1.0784864e-03 -2.3673940e-01
 -2.0399630e-02  1.4982224e-03  1.1160374e-03 -2.3632646e-01
 -2.0469785e-02  5.7768822e-04  8.2075596e-04]"
83.709,[1.63907206 0.43640077 0.50265861],"[[ 0.99844457  0.02213607 -0.05117071]
 [-0.02243742  0.99973408 -0.00532205]
 [ 0.05103929  0.00646191  0.99867574]]",[ 0.63937683 -0.64005923 -0.05751182],[ 2.3086157  -0.14140588  0.0130396   0.00454341],[-1.18048996  0.39059139  0.29614765],"[ 1.63907206  0.43640077  0.50265861  0.99844457  0.02213607 -0.05117071
 -0.02243742  0.99973408 -0.00532205  0.05103929  0.00646191  0.99867574
  0.63937683 -0.64005923 -0.05751182  2.30647779 -0.12239797  0.00898879
  0.00446428  2.30771089 -0.1228191   0.00346603  0.00328323  2.30927849
 -0.12455356  0.00439245  0.00366297]","[ 3.2781446e-01  8.7280154e-02 -7.9893655e-01  9.9844456e-01
  2.2136092e-02 -5.1170707e-02 -2.2437394e-02  9.9973416e-01
 -5.3220391e-03  5.1039338e-02  6.4618587e-03  9.9867582e-01
  6.3937664e-02 -6.4005911e-02 -5.7511926e-03 -2.3673940e-01
 -2.0399630e-02  1.4982224e-03  1.1160374e-03 -2.3632646e-01
 -2.0469785e-02  5.7768822e-04  8.2075596e-04 -2.3580158e-01
 -2.0758927e-02  7.3218346e-04  9.1576576e-04]"
83.72,[1.64479959 0.4312506  0.5018748 ],"[[ 0.99844699  0.0222829  -0.05105953]
 [-0.02252307  0.99973778 -0.00413304]
 [ 0.05095404  0.00527664  0.99868706]]",[ 0.63063735 -0.63739753 -0.05468933],[ 2.3084784  -0.1403322   0.00495631  0.00319923],[-1.17392365  0.40220042  0.29615984],"[ 1.64479959  0.4312506   0.5018748   0.99844699  0.0222829  -0.05105953
 -0.02252307  0.99973778 -0.00413304  0.05095404  0.00527664  0.99868706
  0.63063735 -0.63739753 -0.05468933  2.30771089 -0.1228191   0.00346603
  0.00328323  2.30927849 -0.12455356  0.00439245  0.00366297  2.30861568
 -0.14140588  0.0130396   0.00454341]","[ 3.2895994e-01  8.6250186e-02 -7.9925007e-01  9.9844694e-01
  2.2282958e-02 -5.1059544e-02 -2.2523046e-02  9.9973774e-01
 -4.1330457e-03  5.0953984e-02  5.2766800e-03  9.9868703e-01
  6.3063741e-02 -6.3739777e-02 -5.4689050e-03 -2.3632646e-01
 -2.0469785e-02  5.7768822e-04  8.2075596e-04 -2.3580158e-01
 -2.0758927e-02  7.3218346e-04  9.1576576e-04 -2.3602355e-01
 -2.3567677e-02  2.1733046e-03  1.1358261e-03]"
83.731,[1.65044665 0.42611966 0.50111645],"[[ 0.99844712  0.02238827 -0.051011  ]
 [-0.02258156  0.99973983 -0.0032159 ]
 [ 0.05092573  0.00436281  0.99869291]]",[ 0.62204782 -0.6344256  -0.05298582],[ 2.3103993  -0.13801883  0.00880662  0.00423817],[-1.16572581  0.42043012  0.28999571],"[ 1.65044665  0.42611966  0.50111645  0.99844712  0.02238827 -0.051011
 -0.02258156  0.99973983 -0.0032159   0.05092573  0.00436281  0.99869291
  0.62204782 -0.6344256  -0.05298582  2.30927849 -0.12455356  0.00439245
  0.00366297  2.30861568 -0.14140588  0.0130396   0.00454341  2.30847836
 -0.14033221  0.00495631  0.00319923]","[ 3.3008945e-01  8.5224032e-02 -7.9955339e-01  9.9844718e-01
  2.2388220e-02 -5.1011026e-02 -2.2581577e-02  9.9973989e-01
 -3.2159090e-03  5.0925732e-02  4.3628216e-03  9.9869299e-01
  6.2204719e-02 -6.3442528e-02 -5.2986145e-03 -2.3580158e-01
 -2.0758927e-02  7.3218346e-04  9.1576576e-04 -2.3602355e-01
 -2.3567677e-02  2.1733046e-03  1.1358261e-03 -2.3606950e-01
 -2.3388684e-02  8.2612038e-04  7.9977512e-04]"
83.742,[1.65601349 0.42100903 0.50038344],"[[ 0.99844785  0.02249366 -0.0509502 ]
 [-0.02260818  0.999743   -0.00167227]
 [ 0.05089949  0.00282157  0.99869979]]",[ 0.61342546 -0.63141801 -0.05112236],[ 2.3113148  -0.13510239  0.01278058  0.0047484 ],[-1.15563593  0.4392464   0.2912793 ],"[ 1.65601349e+00  4.21009034e-01  5.00383437e-01  9.98447851e-01
  2.24936632e-02 -5.09502032e-02 -2.26081761e-02  9.99743004e-01
 -1.67226982e-03  5.08994938e-02  2.82156538e-03  9.98699795e-01
  6.13425465e-01 -6.31418013e-01 -5.11223640e-02  2.30861568e+00
 -1.41405880e-01  1.30395964e-02  4.54340875e-03  2.30847836e+00
 -1.40332207e-01  4.95631248e-03  3.19923460e-03  2.31039929e+00
 -1.38018832e-01  8.80662352e-03  4.23817337e-03]","[ 3.3120275e-01  8.4201813e-02 -7.9984665e-01  9.9844790e-01
  2.2493720e-02 -5.0950229e-02 -2.2608161e-02  9.9974298e-01
 -1.6722679e-03  5.0899506e-02  2.8215647e-03  9.9869978e-01
  6.1342597e-02 -6.3141823e-02 -5.1122308e-03 -2.3602355e-01
 -2.3567677e-02  2.1733046e-03  1.1358261e-03 -2.3606950e-01
 -2.3388684e-02  8.2612038e-04  7.9977512e-04 -2.3542631e-01
 -2.3003101e-02  1.4678240e-03  1.0595322e-03]"
83.754,[1.66690767 0.41085339 0.49900773],"[[ 9.98449511e-01  2.25095795e-02 -5.09106343e-02]
 [-2.25688745e-02  9.99745116e-01 -5.90043683e-04]
 [ 5.08843764e-02  1.73812454e-03  9.98703039e-01]]",[ 0.59622572 -0.62515615 -0.04639805],[ 2.3085346  -0.1435707   0.02159942  0.00540163],[-1.14939524  0.45871383  0.2981103 ],"[ 1.66690767e+00  4.10853386e-01  4.99007732e-01  9.98449511e-01
  2.25095795e-02 -5.09106343e-02 -2.25688745e-02  9.99745116e-01
 -5.90043683e-04  5.08843764e-02  1.73812454e-03  9.98703039e-01
  5.96225718e-01 -6.25156147e-01 -4.63980519e-02  2.30847836e+00
 -1.40332207e-01  4.95631248e-03  3.19923460e-03  2.31039929e+00
 -1.38018832e-01  8.80662352e-03  4.23817337e-03  2.31131482e+00
 -1.35102391e-01  1.27805844e-02  4.74840403e-03]","[ 3.3338153e-01  8.2170725e-02 -8.0039692e-01  9.9844956e-01
  2.2509575e-02 -5.0910652e-02 -2.2568882e-02  9.9974513e-01
 -5.9002638e-04  5.0884366e-02  1.7380714e-03  9.9870300e-01
  5.9622645e-02 -6.2515616e-02 -4.6398044e-03 -2.3606950e-01
 -2.3388684e-02  8.2612038e-04  7.9977512e-04 -2.3542631e-01
 -2.3003101e-02  1.4678240e-03  1.0595322e-03 -2.3511976e-01
 -2.2517025e-02  2.1301508e-03  1.1870861e-03]"
83.766,[1.67748511 0.40079302 0.49774686],"[[ 9.98459342e-01  2.23361300e-02 -5.07940826e-02]
 [-2.22646732e-02  9.99750166e-01  1.97225286e-03]
 [ 5.08254450e-02 -8.38300648e-04  9.98707200e-01]]",[ 0.57920861 -0.61838859 -0.04111818],[ 2.3078384  -0.13696104  0.0214564   0.00468032],[-1.13910139  0.47429022  0.29730972],"[ 1.67748511e+00  4.00793016e-01  4.97746855e-01  9.98459342e-01
  2.23361300e-02 -5.07940826e-02 -2.22646732e-02  9.99750166e-01
  1.97225286e-03  5.08254450e-02 -8.38300648e-04  9.98707200e-01
  5.79208613e-01 -6.18388593e-01 -4.11181826e-02  2.31039929e+00
 -1.38018832e-01  8.80662352e-03  4.23817337e-03  2.31131482e+00
 -1.35102391e-01  1.27805844e-02  4.74840403e-03  2.30853462e+00
 -1.43570706e-01  2.15994194e-02  5.40162623e-03]","[ 3.3549702e-01  8.0158591e-02 -8.0090123e-01  9.9845934e-01
  2.2336125e-02 -5.0794065e-02 -2.2264659e-02  9.9975014e-01
  1.9721985e-03  5.0825477e-02 -8.3827972e-04  9.9870718e-01
  5.7920814e-02 -6.1838806e-02 -4.1118264e-03 -2.3542631e-01
 -2.3003101e-02  1.4678240e-03  1.0595322e-03 -2.3511976e-01
 -2.2517025e-02  2.1301508e-03  1.1870861e-03 -2.3605067e-01
 -2.3928463e-02  3.5998821e-03  1.3504028e-03]"
